Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Australia;AUS;Exports of goods and services (current US$);NE.EXP.GNFS.CD;2413600386;2437120390;2773120444;2796640447;3549280568;3428320549;3525760564;3915520626;4016320643;4378080700;5354720857;5715360914;6663551402;9019859065;11680176861;13874095316;14184298827;15449644414;16122883554;19275247075;24616155989;26334610473;26231932031;24060337550;26235903975;27497313397;27321628428;29290629963;37674402361;45333960857;47071479854;52248569798;54226800318;54747048904;58015219647;65793733294;75814054769;83327463879;78166587533;71285875423;80695888525;84096722017;82033782310;89138031450;1,05E+11;1,27E+11;1,49E+11;1,73E+11;2,13E+11;2,14E+11;2,27E+11;3,00E+11;3,33E+11;3,15E+11;3,10E+11;2,71E+11;2,33E+11;2,82E+11;3,13E+11;3,36E+11;3,19E+11;3,43E+11;4,32E+11;4,63E+11
Austria;AUT;Exports of goods and services (current US$);NE.EXP.GNFS.CD;;;;;;;;;;;4210936227;4828104968;5940800643;7945377047;10245142815;11254487635;12352077932;14409079177;18066572539;22832409676;26006988939;23441764299;22623842059;21981186609;22265891617;24230778132;31689308698;38996594471;44096573052;46607266771;59423123563;60116253388;64678673929;59900880161;65453948922;80827704381;81256726020;78792189649;83704906625;85506769077;85517700616;88123583855;97162434782;1,17E+11;1,41E+11;1,54E+11;1,71E+11;2,05E+11;2,30E+11;1,82E+11;2,01E+11;2,33E+11;2,21E+11;2,30E+11;2,36E+11;2,03E+11;2,07E+11;2,25E+11;2,52E+11;2,48E+11;2,24E+11;2,69E+11;2,92E+11;3,04E+11
Azerbaijan;AZE;Exports of goods and services (current US$);NE.EXP.GNFS.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3896969697;2440000000;383311808,1;902385596,4;294957729;785309768;791860069,1;1150456356;1009304730;1281380721;2118053577;2368581267;2667039718;3056572037;4235083892;8336815027;13953852783;22516209779;32132494340;22870725059;28732245203;37215171600;36912727759;35905452997;32558931187;20060045053;17580756548;19839874968;25484215746;23629764706;15208764706;25487647059;47274117647;35487352941
Burundi;BDI;Exports of goods and services (current US$);NE.EXP.GNFS.CD;24499997,98;26249999,97;27999999,97;17499999,98;36749999,96;16452740,73;17828571,41;19257142,84;18861714,27;18371428,55;25945142,83;21329142,84;28961142,86;33526568,94;33674920,63;34839365,08;61551304,35;96342222,22;71443333,33;110822222,2;81022222,22;88603333,33;103470000;97956966,11;113561106;126803836,3;140881024,8;110260311,6;136282900,4;108560194;89130244,37;115775316,4;94756920,93;88062144,15;95016968,85;129318804,2;50580560,2;95688945,65;71499425,91;61217971,47;55005758,53;45410971,28;38676370,9;50072047,44;63635537,87;69261012,79;92956380,73;92221560,19;169242769,2;117576044,1;197117146,9;196752237,6;226242999,9;222979901;235295491,8;199192399;168837908,9;164138992,7;151646759,8;133258587,1;120542434,1;138797984,7;165971200,7;139067146,4
Belgium;BEL;Exports of goods and services (current US$);NE.EXP.GNFS.CD;;;;;;;;;;;12006111335;13052184853;16423224269;22932275926;29637776512;30156821323;34528907001;39354961171;46332075061;58067512383;63563403228;56620736636;53510783154;52655467456;53687392488;53878264148;68750421709;83463311723;96418786615;1,04E+11;1,27E+11;1,27E+11;1,38E+11;1,26E+11;1,43E+11;1,73E+11;1,71E+11;1,64E+11;1,66E+11;1,67E+11;1,72E+11;1,70E+11;1,83E+11;2,20E+11;2,62E+11;2,87E+11;3,14E+11;3,69E+11;4,18E+11;3,33E+11;3,65E+11;4,23E+11;3,99E+11;4,14E+11;4,27E+11;3,59E+11;3,78E+11;4,18E+11;4,53E+11;4,45E+11;4,20E+11;5,36E+11;5,65E+11;5,43E+11
Benin;BEN;Exports of goods and services (current US$);NE.EXP.GNFS.CD;13852022,27;10801828,26;8317363,658;9703491,993;13861515,06;21069296,18;20739912,15;23474430;30461095,56;38939715,91;50633276,28;59595413,81;59023784,72;78995257,93;79408583,8;98337358,6;90731937,55;121349823,3;153492202,7;207784726,9;222261839,3;205681907,6;225297401,8;150766893,9;205805472,7;247338455,1;222807317,5;238541726,2;223654544;202741076;375946888,9;417201321,4;393976833,8;510965440,1;452687270,1;593804003,9;625667798,5;616436708,5;665156777,4;846151104,6;725304886;728426333,7;827401656,4;997331579,8;1146038651;1213941697;1270214596;1800691336;2167074922;1940710263;2199999384;2229520240;2662421030;3451240667;4175438843;2815204783;3263416598;3455561020;3889962071;4264332525;3110348693;3700554284;3768036594;4170034408
Burkina Faso;BFA;Exports of goods and services (current US$);NE.EXP.GNFS.CD;16066015,53;19014523,2;20997590,05;21985467,82;11484230,66;19676611,94;21918943,18;22215435,21;28569263,19;27823654,52;25007054,1;26587935,43;37028534,97;42590341,86;62500033,86;69071585,05;80128162,03;90048519,15;110202772,5;144182061,7;172630479,1;164734426,6;143789749,5;126168356;160016200,3;154030064,3;183075139;269185210,5;287730449;228834176,8;340110086,1;327535406,1;296949143,5;286407891,5;269161995,9;336477084,7;273232993,3;264654980,4;359254784,9;283164589,8;262543948,2;288539801,1;321134577,6;437119286,7;593230247,6;604914704,8;717391852,7;789151147,1;959257099;1303153838;2074074306;3164493996;3340989541;3640311287;3755133669;3089098213;3325889850;3731626301;4461756780;4690831780;5632452791;6460208897;5974448854;5866151263
Bangladesh;BGD;Exports of goods and services (current US$);NE.EXP.GNFS.CD;427347708,3;519448541,7;546086875;531067354,2;540135791,7;570741562,5;662275583,3;675028062,5;623451562,5;690047541,7;747575145,8;550621104,2;356841000;528824097,2;463095606,3;563045020,3;480166471,4;679513484,2;738155879,6;950929356,1;996555891,5;1038984088;940219560,9;986784511,8;642600000;1199576923;1128533333;1212483871;1442788415;1594548386;1866929978;2062577031;2405649867;2990714286;3039700748;4122014925;4507555012;5075480094;5876850220;6028722962;6588073942;7227575982;6791241511;6876856649;7257329710;9999571015;11741089556;13530265640;16182047683;17359427993;18471882437;25621279024;26877564843;29306607470;32830579730;33831931004;36922447162;37655756193;40732047404;45992932855;39053880560;44386125442;59275206064;57551451741
Bulgaria;BGR;Exports of goods and services (current US$);NE.EXP.GNFS.CD;;;;;;;;;;;;;;;;;;;;;7084153846;7081357143;6631000000;6153111111;7061055556;7341684211;8106529412;11461076923;10277764706;10207166667;6833181818;4758064516;4876288660;4138580851;4368450185;6141757604;5962695838;5610104532;6304226754;5825652718;4797546243;4947372830;5519181983;7277448748;10713332855;12703010483;16151246708;23262813856;28590187695;21963850651;25430233173;33942571347;32760867109;36060911930;36895812390;32411151577;34462074254;39731909548;43595224926;44049411596;39901309934;52187732358;63429230645;63375299650
Bahrain;BHR;Exports of goods and services (current US$);NE.EXP.GNFS.CD;;;;;;;;;;;;;;;;;;;;;3813478376;4547340160;4337766223;3611169947;3768351064;3716489628;3013031915;3472340426;3529787234;3811169947;4887765691;3923935904;4009042287;4361702128;4520478723;4796010638;5364361436;5020744947;3994946809;5221808511;7176063830;6607446809;6956117021;7980851064;10336702128;13396808511;15662234043;17314361702;21231382979;15704787234;17880345745;28609308511;31409042553;34102952128;32069122340;25650505319;23780319149;26732180851;29959042553;29564361702;25249202128;35234574468;44581914894;40349468085
